state,county,date,cases,deaths,all_hospital_beds,hospitalized_covid_confirmed_patients,hospitalized_covid_patients,hospitalized_suspected_covid_patients,icu_available_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients
Washington,Chelan,2020-07-29,1000,10.0,,,,,,,
Washington,Clallam,2020-07-29,88,0.0,,,,,,,
Washington,Clark,2020-07-29,1729,41.0,,,,,,,
Washington,Columbia,2020-07-29,13,0.0,,,,,,,
Washington,Cowlitz,2020-07-29,420,5.0,,,,,,,
Washington,Douglas,2020-07-29,707,7.0,,,,,,,
Washington,Ferry,2020-07-29,12,0.0,,,,,,,
Washington,Franklin,2020-07-29,3311,46.0,,,,,,,
Washington,Garfield,2020-07-29,2,0.0,,,,,,,
Washington,Grant,2020-07-29,1234,11.0,,,,,,,
Washington,Grays Harbor,2020-07-29,90,2.0,,,,,,,
Washington,Island,2020-07-29,235,15.0,,,,,,,
Washington,Jefferson,2020-07-29,51,0.0,,,,,,,
Washington,King,2020-07-29,14898,667.0,,,,,,,
Washington,Kitsap,2020-07-29,576,4.0,,,,,,,
Washington,Kittitas,2020-07-29,326,16.0,,,,,,,
Washington,Klickitat,2020-07-29,100,3.0,,,,,,,
Washington,Lewis,2020-07-29,160,3.0,,,,,,,
Washington,Lincoln,2020-07-29,10,0.0,,,,,,,
Washington,Mason,2020-07-29,134,1.0,,,,,,,
Washington,Okanogan,2020-07-29,673,5.0,,,,,,,
Washington,Pacific,2020-07-29,32,2.0,,,,,,,
Washington,Pend Oreille,2020-07-29,35,0.0,,,,,,,
Washington,Pierce,2020-07-29,5148,133.0,,,,,,,
Washington,San Juan,2020-07-29,28,0.0,,,,,,,
Washington,Skagit,2020-07-29,767,21.0,,,,,,,
Washington,Skamania,2020-07-29,47,1.0,,,,,,,
Washington,Snohomish,2020-07-29,5590,198.0,,,,,,,
Washington,Spokane,2020-07-29,3518,59.0,,,,,,,
Washington,Stevens,2020-07-29,69,1.0,,,,,,,
Washington,Thurston,2020-07-29,629,9.0,,,,,,,
Washington,Unknown,2020-07-29,2,2.0,,,,,,,
Washington,Wahkiakum,2020-07-29,5,0.0,,,,,,,
Washington,Walla Walla,2020-07-29,396,4.0,,,,,,,
Washington,Whatcom,2020-07-29,889,48.0,,,,,,,
Washington,Whitman,2020-07-29,84,0.0,,,,,,,
Washington,Yakima,2020-07-29,10338,215.0,,,,,,,
Washington,Adams,2020-07-30,374,3.0,,,,,,,
Washington,Asotin,2020-07-30,24,2.0,,,,,,,
Washington,Benton,2020-07-30,3604,110.0,,,,,,,
Washington,Chelan,2020-07-30,1022,11.0,,,,,,,
Washington,Clallam,2020-07-30,91,0.0,,,,,,,
Washington,Clark,2020-07-30,1758,41.0,,,,,,,
Washington,Columbia,2020-07-30,13,0.0,,,,,,,
Washington,Cowlitz,2020-07-30,426,5.0,,,,,,,
Washington,Douglas,2020-07-30,727,8.0,,,,,,,
Washington,Ferry,2020-07-30,12,0.0,,,,,,,
Washington,Franklin,2020-07-30,3347,47.0,,,,,,,
Washington,Garfield,2020-07-30,2,0.0,,,,,,,
Washington,Grant,2020-07-30,1256,11.0,,,,,,,
Washington,Grays Harbor,2020-07-30,92,2.0,,,,,,,
Washington,Island,2020-07-30,237,15.0,,,,,,,
Washington,Jefferson,2020-07-30,51,0.0,,,,,,,
Washington,King,2020-07-30,15058,668.0,,,,,,,
Washington,Kitsap,2020-07-30,599,4.0,,,,,,,
Washington,Kittitas,2020-07-30,326,17.0,,,,,,,
Washington,Klickitat,2020-07-30,100,3.0,,,,,,,
Washington,Lewis,2020-07-30,166,3.0,,,,,,,
Washington,Lincoln,2020-07-30,10,0.0,,,,,,,
Washington,Mason,2020-07-30,145,1.0,,,,,,,
Washington,Okanogan,2020-07-30,690,5.0,,,,,,,
Washington,Pacific,2020-07-30,33,2.0,,,,,,,
Washington,Pend Oreille,2020-07-30,36,0.0,,,,,,,
Washington,Pierce,2020-07-30,5252,134.0,,,,,,,
Washington,San Juan,2020-07-30,28,0.0,,,,,,,
Washington,Skagit,2020-07-30,784,21.0,,,,,,,
Washington,Skamania,2020-07-30,47,1.0,,,,,,,
Washington,Snohomish,2020-07-30,5664,197.0,,,,,,,
Washington,Spokane,2020-07-30,3620,60.0,,,,,,,
Washington,Stevens,2020-07-30,82,1.0,,,,,,,
Washington,Thurston,2020-07-30,641,9.0,,,,,,,
Washington,Unknown,2020-07-30,2,2.0,,,,,,,
Washington,Wahkiakum,2020-07-30,5,0.0,,,,,,,
Washington,Walla Walla,2020-07-30,402,4.0,,,,,,,
Washington,Whatcom,2020-07-30,904,48.0,,,,,,,
Washington,Whitman,2020-07-30,88,0.0,,,,,,,
Washington,Yakima,2020-07-30,10381,217.0,,,,,,,
Washington,Adams,2020-07-31,374,3.0,,,,,,,
Washington,Asotin,2020-07-31,24,2.0,,,,,,,
Washington,Benton,2020-07-31,3636,110.0,,,,,,,
Washington,Chelan,2020-07-31,1060,11.0,,,,,,,
Washington,Clallam,2020-07-31,91,0.0,,,,,,,
Washington,Clark,2020-07-31,1780,42.0,,,,,,,
Washington,Columbia,2020-07-31,13,0.0,,,,,,,
Washington,Cowlitz,2020-07-31,426,5.0,,,,,,,
Washington,Douglas,2020-07-31,747,8.0,,,,,,,
Washington,Ferry,2020-07-31,12,0.0,,,,,,,
Washington,Franklin,2020-07-31,3386,47.0,,,,,,,
Washington,Garfield,2020-07-31,2,0.0,,,,,,,
Washington,Grant,2020-07-31,1281,11.0,,,,,,,
Washington,Grays Harbor,2020-07-31,92,2.0,,,,,,,
Washington,Island,2020-07-31,239,15.0,,,,,,,
Washington,Jefferson,2020-07-31,51,0.0,,,,,,,
Washington,King,2020-07-31,15216,668.0,,,,,,,
Washington,Kitsap,2020-07-31,599,4.0,,,,,,,
Washington,Kittitas,2020-07-31,326,17.0,,,,,,,
Washington,Klickitat,2020-07-31,100,3.0,,,,,,,
Washington,Lewis,2020-07-31,166,3.0,,,,,,,
Washington,Lincoln,2020-07-31,10,0.0,,,,,,,
Washington,Mason,2020-07-31,145,1.0,,,,,,,
Washington,Okanogan,2020-07-31,724,5.0,,,,,,,
Washington,Pacific,2020-07-31,33,2.0,,,,,,,
Washington,Pend Oreille,2020-07-31,36,0.0,,,,,,,
Washington,Pierce,2020-07-31,5344,134.0,,,,,,,
Washington,San Juan,2020-07-31,28,0.0,,,,,,,
Washington,Skagit,2020-07-31,784,21.0,,,,,,,
Washington,Skamania,2020-07-31,47,1.0,,,,,,,
Washington,Snohomish,2020-07-31,5741,197.0,,,,,,,
Washington,Spokane,2020-07-31,3620,60.0,,,,,,,
Washington,Stevens,2020-07-31,82,1.0,,,,,,,
Washington,Thurston,2020-07-31,650,9.0,,,,,,,
Washington,Unknown,2020-07-31,2,2.0,,,,,,,
Washington,Wahkiakum,2020-07-31,5,0.0,,,,,,,
Washington,Walla Walla,2020-07-31,412,4.0,,,,,,,
Washington,Whatcom,2020-07-31,904,48.0,,,,,,,
Washington,Whitman,2020-07-31,88,0.0,,,,,,,
Washington,Yakima,2020-07-31,10449,217.0,,,,,,,
Washington,Adams,2020-08-01,386,4.0,,,,,,,
Washington,Asotin,2020-08-01,24,2.0,,,,,,,
Washington,Benton,2020-08-01,3655,112.0,,,,,,,
Washington,Chelan,2020-08-01,1108,12.0,,,,,,,
Washington,Clallam,2020-08-01,91,0.0,,,,,,,
Washington,Clark,2020-08-01,1780,44.0,,,,,,,
Washington,Columbia,2020-08-01,13,0.0,,,,,,,
Washington,Cowlitz,2020-08-01,441,5.0,,,,,,,
Washington,Douglas,2020-08-01,789,8.0,,,,,,,
Washington,Ferry,2020-08-01,13,0.0,,,,,,,
Washington,Franklin,2020-08-01,3418,48.0,,,,,,,
Washington,Garfield,2020-08-01,2,0.0,,,,,,,
Washington,Grant,2020-08-01,1281,12.0,,,,,,,
Washington,Grays Harbor,2020-08-01,96,1.0,,,,,,,
Washington,Island,2020-08-01,240,15.0,,,,,,,
Washington,Jefferson,2020-08-01,51,0.0,,,,,,,
Washington,King,2020-08-01,15418,674.0,,,,,,,
Washington,Kitsap,2020-08-01,634,5.0,,,,,,,
Washington,Kittitas,2020-08-01,347,17.0,,,,,,,
Washington,Klickitat,2020-08-01,103,3.0,,,,,,,
Washington,Lewis,2020-08-01,176,3.0,,,,,,,
Washington,Lincoln,2020-08-01,13,0.0,,,,,,,
Washington,Mason,2020-08-01,149,1.0,,,,,,,
Washington,Okanogan,2020-08-01,735,5.0,,,,,,,
Washington,Pacific,2020-08-01,40,2.0,,,,,,,
Washington,Pend Oreille,2020-08-01,35,0.0,,,,,,,
Washington,Pierce,2020-08-01,5452,135.0,,,,,,,
Washington,San Juan,2020-08-01,28,0.0,,,,,,,
Washington,Skagit,2020-08-01,806,22.0,,,,,,,
Washington,Skamania,2020-08-01,52,1.0,,,,,,,
Washington,Snohomish,2020-08-01,5741,200.0,,,,,,,
Washington,Spokane,2020-08-01,3813,63.0,,,,,,,
Washington,Stevens,2020-08-01,89,1.0,,,,,,,
Washington,Thurston,2020-08-01,675,9.0,,,,,,,
Washington,Unknown,2020-08-01,2,2.0,,,,,,,
Washington,Wahkiakum,2020-08-01,5,0.0,,,,,,,
Washington,Walla Walla,2020-08-01,421,4.0,,,,,,,
Washington,Whatcom,2020-08-01,920,48.0,,,,,,,
Washington,Whitman,2020-08-01,90,0.0,,,,,,,
Washington,Yakima,2020-08-01,10516,217.0,,,,,,,
Washington,Adams,2020-08-02,396,4.0,,,,,,,
Washington,Asotin,2020-08-02,24,2.0,,,,,,,
Washington,Benton,2020-08-02,3671,113.0,,,,,,,
Washington,Chelan,2020-08-02,1135,12.0,,,,,,,
Washington,Clallam,2020-08-02,94,0.0,,,,,,,
Washington,Clark,2020-08-02,1780,44.0,,,,,,,
Washington,Columbia,2020-08-02,13,1.0,,,,,,,
Washington,Cowlitz,2020-08-02,446,5.0,,,,,,,
Washington,Douglas,2020-08-02,809,8.0,,,,,,,
Washington,Ferry,2020-08-02,18,0.0,,,,,,,
Washington,Franklin,2020-08-02,3446,48.0,,,,,,,
Washington,Garfield,2020-08-02,2,0.0,,,,,,,
Washington,Grant,2020-08-02,1309,12.0,,,,,,,
Washington,Grays Harbor,2020-08-02,97,1.0,,,,,,,
Washington,Island,2020-08-02,242,15.0,,,,,,,
Washington,Jefferson,2020-08-02,53,0.0,,,,,,,
Washington,King,2020-08-02,15529,676.0,,,,,,,
Washington,Kitsap,2020-08-02,646,5.0,,,,,,,
Washington,Kittitas,2020-08-02,348,17.0,,,,,,,
Washington,Klickitat,2020-08-02,106,3.0,,,,,,,
Washington,Lewis,2020-08-02,186,3.0,,,,,,,
Washington,Lincoln,2020-08-02,13,0.0,,,,,,,
Washington,Mason,2020-08-02,157,1.0,,,,,,,
Washington,Okanogan,2020-08-02,755,5.0,,,,,,,
Washington,Pacific,2020-08-02,40,2.0,,,,,,,
Washington,Pend Oreille,2020-08-02,36,0.0,,,,,,,
Washington,Pierce,2020-08-02,5527,135.0,,,,,,,
Washington,San Juan,2020-08-02,28,0.0,,,,,,,
Washington,Skagit,2020-08-02,816,22.0,,,,,,,
Washington,Skamania,2020-08-02,53,1.0,,,,,,,
Washington,Snohomish,2020-08-02,5741,200.0,,,,,,,
Washington,Spokane,2020-08-02,3870,63.0,,,,,,,
Washington,Stevens,2020-08-02,89,1.0,,,,,,,
Washington,Thurston,2020-08-02,678,9.0,,,,,,,
Washington,Unknown,2020-08-02,2,2.0,,,,,,,
Washington,Wahkiakum,2020-08-02,5,0.0,,,,,,,
Washington,Walla Walla,2020-08-02,421,4.0,,,,,,,
Washington,Whatcom,2020-08-02,932,48.0,,,,,,,
Washington,Whitman,2020-08-02,90,0.0,,,,,,,
Washington,Yakima,2020-08-02,10557,217.0,,,,,,,
Washington,Adams,2020-08-03,400,4.0,,,,,,,
Washington,Asotin,2020-08-03,24,2.0,,,,,,,
Washington,Benton,2020-08-03,3685,113.0,,,,,,,
Washington,Chelan,2020-08-03,1179,12.0,,,,,,,
Washington,Clallam,2020-08-03,94,0.0,,,,,,,
Washington,Clark,2020-08-03,1887,44.0,,,,,,,
Washington,Columbia,2020-08-03,13,1.0,,,,,,,
Washington,Cowlitz,2020-08-03,446,5.0,,,,,,,
Washington,Douglas,2020-08-03,831,8.0,,,,,,,
Washington,Ferry,2020-08-03,18,0.0,,,,,,,
Washington,Franklin,2020-08-03,3462,48.0,,,,,,,
Washington,Garfield,2020-08-03,2,0.0,,,,,,,
Washington,Grant,2020-08-03,1376,11.0,,,,,,,
Washington,Grays Harbor,2020-08-03,99,1.0,,,,,,,
Washington,Island,2020-08-03,242,15.0,,,,,,,
Washington,Jefferson,2020-08-03,53,0.0,,,,,,,
Washington,King,2020-08-03,15653,677.0,,,,,,,
Washington,Kitsap,2020-08-03,659,5.0,,,,,,,
Washington,Kittitas,2020-08-03,348,17.0,,,,,,,
Washington,Klickitat,2020-08-03,106,3.0,,,,,,,
Washington,Lewis,2020-08-03,189,3.0,,,,,,,
Washington,Lincoln,2020-08-03,13,0.0,,,,,,,
Washington,Mason,2020-08-03,163,1.0,,,,,,,
Washington,Okanogan,2020-08-03,772,5.0,,,,,,,
Washington,Pacific,2020-08-03,40,2.0,,,,,,,
Washington,Pend Oreille,2020-08-03,36,0.0,,,,,,,
Washington,Pierce,2020-08-03,5620,137.0,,,,,,,
Washington,San Juan,2020-08-03,28,0.0,,,,,,,
Washington,Skagit,2020-08-03,827,22.0,,,,,,,
Washington,Skamania,2020-08-03,53,1.0,,,,,,,
Washington,Snohomish,2020-08-03,5896,201.0,,,,,,,
Washington,Spokane,2020-08-03,3916,64.0,,,,,,,
Washington,Stevens,2020-08-03,92,1.0,,,,,,,
Washington,Thurston,2020-08-03,680,9.0,,,,,,,
Washington,Unknown,2020-08-03,2,2.0,,,,,,,
Washington,Wahkiakum,2020-08-03,5,0.0,,,,,,,
Washington,Walla Walla,2020-08-03,462,4.0,,,,,,,
Washington,Whatcom,2020-08-03,946,48.0,,,,,,,
Washington,Whitman,2020-08-03,95,0.0,,,,,,,
Washington,Yakima,2020-08-03,10599,218.0,,,,,,,
Washington,Adams,2020-08-04,407,4.0,,,,,,,
Washington,Asotin,2020-08-04,24,2.0,,,,,,,
Washington,Benton,2020-08-04,3739,114.0,,,,,,,
Washington,Chelan,2020-08-04,1195,12.0,,,,,,,
Washington,Clallam,2020-08-04,96,0.0,,,,,,,
Washington,Clark,2020-08-04,1948,44.0,,,,,,,
Washington,Columbia,2020-08-04,13,1.0,,,,,,,
Washington,Cowlitz,2020-08-04,453,5.0,,,,,,,
Washington,Douglas,2020-08-04,841,8.0,,,,,,,
Washington,Ferry,2020-08-04,20,0.0,,,,,,,
Washington,Franklin,2020-08-04,3512,48.0,,,,,,,
Washington,Garfield,2020-08-04,2,0.0,,,,,,,
Washington,Grant,2020-08-04,1382,11.0,,,,,,,
Washington,Grays Harbor,2020-08-04,101,1.0,,,,,,,
Washington,Island,2020-08-04,244,15.0,,,,,,,
Washington,Jefferson,2020-08-04,54,0.0,,,,,,,
Washington,King,2020-08-04,15798,678.0,,,,,,,
Washington,Kitsap,2020-08-04,675,5.0,,,,,,,
Washington,Kittitas,2020-08-04,353,18.0,,,,,,,
Washington,Klickitat,2020-08-04,106,3.0,,,,,,,
Washington,Lewis,2020-08-04,190,3.0,,,,,,,
Washington,Lincoln,2020-08-04,15,0.0,,,,,,,
Washington,Mason,2020-08-04,175,1.0,,,,,,,
Washington,Okanogan,2020-08-04,783,8.0,,,,,,,
Washington,Pacific,2020-08-04,41,2.0,,,,,,,
Washington,Pend Oreille,2020-08-04,37,0.0,,,,,,,
Washington,Pierce,2020-08-04,5747,138.0,,,,,,,
Washington,San Juan,2020-08-04,29,0.0,,,,,,,
Washington,Skagit,2020-08-04,837,22.0,,,,,,,
Washington,Skamania,2020-08-04,54,1.0,,,,,,,
Washington,Snohomish,2020-08-04,5957,202.0,,,,,,,
Washington,Spokane,2020-08-04,4012,70.0,,,,,,,
Washington,Stevens,2020-08-04,94,1.0,,,,,,,
Washington,Thurston,2020-08-04,700,11.0,,,,,,,
Washington,Unknown,2020-08-04,2,2.0,,,,,,,
Washington,Wahkiakum,2020-08-04,5,0.0,,,,,,,
Washington,Walla Walla,2020-08-04,470,4.0,,,,,,,
Washington,Whatcom,2020-08-04,951,48.0,,,,,,,
Washington,Whitman,2020-08-04,95,0.0,,,,,,,
Washington,Yakima,2020-08-04,10671,223.0,,,,,,,
Washington,Adams,2020-08-05,407,4.0,,,,,,,
Washington,Asotin,2020-08-05,24,2.0,,,,,,,
Washington,Benton,2020-08-05,3782,114.0,,,,,,,
Washington,Chelan,2020-08-05,1203,12.0,,,,,,,
Washington,Clallam,2020-08-05,96,0.0,,,,,,,
Washington,Clark,2020-08-05,1993,44.0,,,,,,,
Washington,Columbia,2020-08-05,13,1.0,,,,,,,
Washington,Cowlitz,2020-08-05,453,5.0,,,,,,,
Washington,Douglas,2020-08-05,844,8.0,,,,,,,
Washington,Ferry,2020-08-05,20,0.0,,,,,,,
Washington,Franklin,2020-08-05,3528,48.0,,,,,,,
Washington,Garfield,2020-08-05,2,0.0,,,,,,,
Washington,Grant,2020-08-05,1411,11.0,,,,,,,
Washington,Grays Harbor,2020-08-05,101,1.0,,,,,,,
Washington,Island,2020-08-05,244,15.0,,,,,,,
Washington,Jefferson,2020-08-05,54,0.0,,,,,,,
Washington,King,2020-08-05,15965,678.0,,,,,,,
Washington,Kitsap,2020-08-05,675,5.0,,,,,,,
Washington,Kittitas,2020-08-05,353,18.0,,,,,,,
Washington,Klickitat,2020-08-05,106,3.0,,,,,,,
Washington,Lewis,2020-08-05,190,3.0,,,,,,,
Washington,Lincoln,2020-08-05,15,0.0,,,,,,,
Washington,Mason,2020-08-05,175,1.0,,,,,,,
Washington,Okanogan,2020-08-05,795,8.0,,,,,,,
Washington,Pacific,2020-08-05,41,2.0,,,,,,,
Washington,Pend Oreille,2020-08-05,37,0.0,,,,,,,
Washington,Pierce,2020-08-05,5851,137.0,,,,,,,
Washington,San Juan,2020-08-05,29,0.0,,,,,,,
Washington,Skagit,2020-08-05,837,22.0,,,,,,,
Washington,Skamania,2020-08-05,54,1.0,,,,,,,
Washington,Snohomish,2020-08-05,6033,202.0,,,,,,,
Washington,Spokane,2020-08-05,4012,70.0,,,,,,,
Washington,Stevens,2020-08-05,94,1.0,,,,,,,
Washington,Thurston,2020-08-05,709,11.0,,,,,,,
Washington,Unknown,2020-08-05,2,2.0,,,,,,,
Washington,Wahkiakum,2020-08-05,5,0.0,,,,,,,
Washington,Walla Walla,2020-08-05,488,4.0,,,,,,,
Washington,Whatcom,2020-08-05,951,48.0,,,,,,,
Washington,Whitman,2020-08-05,97,0.0,,,,,,,
Washington,Yakima,2020-08-05,10700,223.0,,,,,,,
Washington,Adams,2020-08-06,407,4.0,,,,,,,
Washington,Asotin,2020-08-06,24,2.0,,,,,,,
Washington,Benton,2020-08-06,3802,114.0,,,,,,,
Washington,Chelan,2020-08-06,1234,12.0,,,,,,,
Washington,Clallam,2020-08-06,96,0.0,,,,,,,
Washington,Clark,2020-08-06,1994,44.0,,,,,,,
Washington,Columbia,2020-08-06,13,1.0,,,,,,,
Washington,Cowlitz,2020-08-06,453,5.0,,,,,,,
Washington,Douglas,2020-08-06,875,8.0,,,,,,,
Washington,Ferry,2020-08-06,20,0.0,,,,,,,
Washington,Franklin,2020-08-06,3549,48.0,,,,,,,
Washington,Garfield,2020-08-06,2,0.0,,,,,,,
Washington,Grant,2020-08-06,1469,11.0,,,,,,,
Washington,Grays Harbor,2020-08-06,101,1.0,,,,,,,
Washington,Island,2020-08-06,244,15.0,,,,,,,
Washington,Jefferson,2020-08-06,54,0.0,,,,,,,
Washington,King,2020-08-06,16157,682.0,,,,,,,
Washington,Kitsap,2020-08-06,675,5.0,,,,,,,
Washington,Kittitas,2020-08-06,353,18.0,,,,,,,
Washington,Klickitat,2020-08-06,106,3.0,,,,,,,
Washington,Lewis,2020-08-06,190,3.0,,,,,,,
Washington,Lincoln,2020-08-06,15,0.0,,,,,,,
Washington,Mason,2020-08-06,175,1.0,,,,,,,
Washington,Okanogan,2020-08-06,822,8.0,,,,,,,
Washington,Pacific,2020-08-06,41,2.0,,,,,,,
Washington,Pend Oreille,2020-08-06,37,0.0,,,,,,,
Washington,Pierce,2020-08-06,5988,144.0,,,,,,,
Washington,San Juan,2020-08-06,29,0.0,,,,,,,
Washington,Skagit,2020-08-06,837,22.0,,,,,,,
Washington,Skamania,2020-08-06,54,1.0,,,,,,,
Washington,Snohomish,2020-08-06,6074,202.0,,,,,,,
Washington,Spokane,2020-08-06,4012,70.0,,,,,,,
Washington,Stevens,2020-08-06,94,1.0,,,,,,,
Washington,Thurston,2020-08-06,744,11.0,,,,,,,
Washington,Unknown,2020-08-06,2,2.0,,,,,,,
Washington,Wahkiakum,2020-08-06,5,0.0,,,,,,,
Washington,Walla Walla,2020-08-06,498,4.0,,,,,,,
Washington,Whatcom,2020-08-06,951,48.0,,,,,,,
Washington,Whitman,2020-08-06,105,0.0,,,,,,,
Washington,Yakima,2020-08-06,10755,223.0,,,,,,,
Washington,Adams,2020-08-07,417,4.0,,,,,,,
Washington,Asotin,2020-08-07,25,2.0,,,,,,,
Washington,Benton,2020-08-07,3860,116.0,,,,,,,
Washington,Chelan,2020-08-07,1280,12.0,,,,,,,
Washington,Clallam,2020-08-07,100,0.0,,,,,,,
Washington,Clark,2020-08-07,2020,44.0,,,,,,,
Washington,Columbia,2020-08-07,13,1.0,,,,,,,
Washington,Cowlitz,2020-08-07,462,5.0,,,,,,,
Washington,Douglas,2020-08-07,900,8.0,,,,,,,
Washington,Ferry,2020-08-07,21,0.0,,,,,,,
Washington,Franklin,2020-08-07,3584,49.0,,,,,,,
Washington,Garfield,2020-08-07,2,0.0,,,,,,,
Washington,Grant,2020-08-07,1505,12.0,,,,,,,
Washington,Grays Harbor,2020-08-07,109,2.0,,,,,,,
Washington,Island,2020-08-07,251,14.0,,,,,,,
Washington,Jefferson,2020-08-07,54,0.0,,,,,,,
Washington,King,2020-08-07,16291,689.0,,,,,,,
Washington,Kitsap,2020-08-07,708,6.0,,,,,,,
Washington,Kittitas,2020-08-07,355,18.0,,,,,,,
Washington,Klickitat,2020-08-07,108,3.0,,,,,,,
Washington,Lewis,2020-08-07,197,3.0,,,,,,,
Washington,Lincoln,2020-08-07,20,0.0,,,,,,,
Washington,Mason,2020-08-07,187,1.0,,,,,,,
Washington,Okanogan,2020-08-07,838,9.0,,,,,,,
Washington,Pacific,2020-08-07,47,2.0,,,,,,,
Washington,Pend Oreille,2020-08-07,38,0.0,,,,,,,
Washington,Pierce,2020-08-07,6073,145.0,,,,,,,
Washington,San Juan,2020-08-07,28,0.0,,,,,,,
Washington,Skagit,2020-08-07,859,22.0,,,,,,,
Washington,Skamania,2020-08-07,55,1.0,,,,,,,
Washington,Snohomish,2020-08-07,6112,202.0,,,,,,,
Washington,Spokane,2020-08-07,4199,82.0,,,,,,,
Washington,Stevens,2020-08-07,99,1.0,,,,,,,
Washington,Thurston,2020-08-07,749,12.0,,,,,,,
Washington,Unknown,2020-08-07,2,2.0,,,,,,,
Washington,Wahkiakum,2020-08-07,5,0.0,,,,,,,
Washington,Walla Walla,2020-08-07,526,4.0,,,,,,,
Washington,Whatcom,2020-08-07,975,48.0,,,,,,,
Washington,Whitman,2020-08-07,114,0.0,,,,,,,
Washington,Yakima,2020-08-07,10787,224.0,,,,,,,
Washington,Adams,2020-08-08,417,4.0,,,,,,,
Washington,Asotin,2020-08-08,25,2.0,,,,,,,
Washington,Benton,2020-08-08,3860,116.0,,,,,,,
Washington,Chelan,2020-08-08,1280,12.0,,,,,,,
Washington,Clallam,2020-08-08,100,0.0,,,,,,,
Washington,Clark,2020-08-08,2020,44.0,,,,,,,
Washington,Columbia,2020-08-08,13,1.0,,,,,,,
Washington,Cowlitz,2020-08-08,462,5.0,,,,,,,
Washington,Douglas,2020-08-08,900,8.0,,,,,,,
Washington,Ferry,2020-08-08,21,0.0,,,,,,,
Washington,Franklin,2020-08-08,3584,49.0,,,,,,,
Washington,Garfield,2020-08-08,2,0.0,,,,,,,
Washington,Grant,2020-08-08,1505,12.0,,,,,,,
Washington,Grays Harbor,2020-08-08,109,2.0,,,,,,,
Washington,Island,2020-08-08,251,14.0,,,,,,,
Washington,Jefferson,2020-08-08,54,0.0,,,,,,,
Washington,King,2020-08-08,16491,694.0,,,,,,,
Washington,Kitsap,2020-08-08,708,6.0,,,,,,,
Washington,Kittitas,2020-08-08,355,18.0,,,,,,,
Washington,Klickitat,2020-08-08,108,3.0,,,,,,,
Washington,Lewis,2020-08-08,197,3.0,,,,,,,
Washington,Lincoln,2020-08-08,20,0.0,,,,,,,
Washington,Mason,2020-08-08,187,1.0,,,,,,,
Washington,Okanogan,2020-08-08,838,9.0,,,,,,,
Washington,Pacific,2020-08-08,47,2.0,,,,,,,
Washington,Pend Oreille,2020-08-08,38,0.0,,,,,,,
Washington,Pierce,2020-08-08,6149,148.0,,,,,,,
Washington,San Juan,2020-08-08,28,0.0,,,,,,,
Washington,Skagit,2020-08-08,859,22.0,,,,,,,
Washington,Skamania,2020-08-08,55,1.0,,,,,,,
Washington,Snohomish,2020-08-08,6112,202.0,,,,,,,
Washington,Spokane,2020-08-08,4199,82.0,,,,,,,
Washington,Stevens,2020-08-08,99,1.0,,,,,,,
Washington,Thurston,2020-08-08,763,12.0,,,,,,,
Washington,Unknown,2020-08-08,2,2.0,,,,,,,
Washington,Wahkiakum,2020-08-08,5,0.0,,,,,,,
Washington,Walla Walla,2020-08-08,528,4.0,,,,,,,
Washington,Whatcom,2020-08-08,975,48.0,,,,,,,
Washington,Whitman,2020-08-08,115,0.0,,,,,,,
Washington,Yakima,2020-08-08,10865,224.0,,,,,,,
Washington,Adams,2020-08-09,434,5.0,,,,,,,
Washington,Asotin,2020-08-09,27,2.0,,,,,,,
Washington,Benton,2020-08-09,3884,118.0,,,,,,,
Washington,Chelan,2020-08-09,1308,12.0,,,,,,,
Washington,Clallam,2020-08-09,103,0.0,,,,,,,
Washington,Clark,2020-08-09,2020,45.0,,,,,,,
Washington,Columbia,2020-08-09,13,1.0,,,,,,,
Washington,Cowlitz,2020-08-09,477,5.0,,,,,,,
Washington,Douglas,2020-08-09,939,8.0,,,,,,,
Washington,Ferry,2020-08-09,22,0.0,,,,,,,
Washington,Franklin,2020-08-09,3623,50.0,,,,,,,
Washington,Garfield,2020-08-09,4,0.0,,,,,,,
Washington,Grant,2020-08-09,1505,12.0,,,,,,,
Washington,Grays Harbor,2020-08-09,119,2.0,,,,,,,
Washington,Island,2020-08-09,252,14.0,,,,,,,
Washington,Jefferson,2020-08-09,54,0.0,,,,,,,
Washington,King,2020-08-09,16620,693.0,,,,,,,
Washington,Kitsap,2020-08-09,731,8.0,,,,,,,
Washington,Kittitas,2020-08-09,373,19.0,,,,,,,
Washington,Klickitat,2020-08-09,111,3.0,,,,,,,
Washington,Lewis,2020-08-09,213,3.0,,,,,,,
Washington,Lincoln,2020-08-09,28,0.0,,,,,,,
Washington,Mason,2020-08-09,212,1.0,,,,,,,
Washington,Okanogan,2020-08-09,861,9.0,,,,,,,
Washington,Pacific,2020-08-09,49,2.0,,,,,,,
Washington,Pend Oreille,2020-08-09,40,0.0,,,,,,,
Washington,Pierce,2020-08-09,6244,149.0,,,,,,,
Washington,San Juan,2020-08-09,28,0.0,,,,,,,
Washington,Skagit,2020-08-09,877,22.0,,,,,,,
Washington,Skamania,2020-08-09,57,1.0,,,,,,,
Washington,Snohomish,2020-08-09,6112,203.0,,,,,,,
Washington,Spokane,2020-08-09,4422,92.0,,,,,,,
Washington,Stevens,2020-08-09,108,1.0,,,,,,,
